category,machine,mode,language,impl,variant,memory_model,optimization_type,optimization_param,fp,nx,ny,nz,N,time_sec,performance_gflops,error,real_sec,user_sec,sys_sec,source_file
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm,kokkos-uvm,baseline,,32,128,128,128,2097152,32.358,1.38,4.427686e-06,35.31,32.54,2.12,A3/build_wisteria_a_gpu/run_wisteria_a_gpu.sh.8496237.out
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O2,32,128,128,128,2097152,22.042,2.03,4.427686e-06,22.44,21.86,0.71,A4/build_miyabi_g_gpu_O2/run_miyabi_g_gpu.sh.o1431920
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O3,32,128,128,128,2097152,22.038,2.03,4.427686e-06,22.53,22.30,0.42,A4/build_miyabi_g_gpu_O3/run_miyabi_g_gpu.sh.o1431921
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O4,32,128,128,128,2097152,22.045,2.03,4.427686e-06,22.46,22.14,0.45,A4/build_miyabi_g_gpu_O4/run_miyabi_g_gpu.sh.o1431923
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,fast,32,128,128,128,2097152,22.036,2.03,4.427686e-06,22.53,22.27,0.42,A4/build_miyabi_g_gpu_fast/run_miyabi_g_gpu.sh.o1431926
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O2,32,128,128,128,2097152,32.356,1.38,4.427686e-06,35.63,32.49,2.21,A4/build_wisteria_a_gpu_O2/run_wisteria_a_gpu.sh.8496258.out
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O3,32,128,128,128,2097152,32.334,1.38,4.427686e-06,35.68,32.47,2.12,A4/build_wisteria_a_gpu_O3/run_wisteria_a_gpu.sh.8496265.out
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,O4,32,128,128,128,2097152,32.331,1.38,4.427686e-06,34.73,32.41,2.18,A4/build_wisteria_a_gpu_O4/run_wisteria_a_gpu.sh.8496266.out
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-sweep,kokkos-uvm,opt-level-sweep,fast,32,128,128,128,2097152,32.344,1.38,4.427686e-06,35.02,32.47,2.14,A4/build_wisteria_a_gpu_fast/run_wisteria_a_gpu.sh.8496267.out
Kokkos,miyabi,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,128,128,128,2097152,0.037,1218.83,4.427686e-06,0.42,0.08,0.47,A4_fusion_loop/build_miyabi_g_gpu/run_miyabi_g_gpu.sh.o1433857
Kokkos,wisteria,gpu,cpp,kokkos,range/uvm-fused,kokkos-uvm,fused,,32,128,128,128,2097152,0.060,749.25,4.427686e-06,2.64,0.29,2.13,A4_fusion_loop/build_wisteria_a_gpu/run_wisteria_a_gpu.sh.8498389.out
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,0.921,48.48,5.445902e-06,1.11,102.16,2.13,B1/build_miyabi_c_cpu/run_miyabi_c_cpu.sh.o1438079
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,O3,32,128,128,128,2097152,0.485,92.03,5.445902e-06,0.68,54.36,1.15,B1/build_miyabi_c_cpu_O3/run_miyabi_c_cpu.sh.o1438080
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,4.099,10.90,4.555220e-06,4.15,271.85,23.49,B1/build_miyabi_g_cpu/run_miyabi_g_cpu.sh.o1438049
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,fast,32,128,128,128,2097152,0.176,254.08,4.555220e-06,0.23,12.37,0.47,B1/build_miyabi_g_cpu_fast/run_miyabi_g_cpu.sh.o1438050
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,0.133,334.84,4.427686e-06,0.64,0.20,0.60,B1/build_miyabi_g_gpu/run_miyabi_g_gpu.sh.o1438034
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,fast,32,128,128,128,2097152,0.132,337.80,4.427686e-06,0.61,0.32,0.46,B1/build_miyabi_g_gpu_fast/run_miyabi_g_gpu.sh.o1438035
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,0.264,169.04,4.427686e-06,2.72,0.43,2.14,B1/build_wisteria_a_gpu/run_wisteria_a_gpu.sh.8506006.out
Kokkos,wisteria,gpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,fast,32,128,128,128,2097152,0.288,154.96,4.427686e-06,3.02,0.80,2.21,B1/build_wisteria_a_gpu_fast/run_wisteria_a_gpu.sh.8506009.out
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,,32,128,128,128,2097152,20.816,2.15,5.859212e-06,21.01,997.43,3.26,B1/build_wisteria_o_cpu/run_wisteria_o_cpu.sh.8506028.out
Kokkos,wisteria,cpu,cpp,kokkos,mdrange/baseline,kokkos-default,baseline,Kfast,32,128,128,128,2097152,0.883,50.58,8.261702e-06,1.04,41.95,0.68,B1/build_wisteria_o_cpu_Kfast/run_wisteria_o_cpu.sh.8506029.out
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z16,32,128,128,128,2097152,1.127,39.61,5.445902e-06,1.33,123.07,4.12,B2/build_miyabi_c_cpu_x1y2z16/run_miyabi_c_cpu.sh.o1456464
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z32,32,128,128,128,2097152,0.853,52.35,5.445902e-06,1.04,95.16,1.55,B2/build_miyabi_c_cpu_x1y2z32/run_miyabi_c_cpu.sh.o1456465
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z64,32,128,128,128,2097152,0.684,65.32,5.445902e-06,0.88,76.61,1.71,B2/build_miyabi_c_cpu_x1y2z64/run_miyabi_c_cpu.sh.o1456467
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z16,32,128,128,128,2097152,1.039,43.00,5.445902e-06,1.23,115.24,2.05,B2/build_miyabi_c_cpu_x1y4z16/run_miyabi_c_cpu.sh.o1456468
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z32,32,128,128,128,2097152,0.733,60.93,5.445902e-06,0.92,82.07,1.49,B2/build_miyabi_c_cpu_x1y4z32/run_miyabi_c_cpu.sh.o1456469
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z64,32,128,128,128,2097152,0.676,66.01,5.445902e-06,0.86,75.91,1.11,B2/build_miyabi_c_cpu_x1y4z64/run_miyabi_c_cpu.sh.o1456470
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z16,32,128,128,128,2097152,1.054,42.36,5.445902e-06,1.25,115.17,3.83,B2/build_miyabi_c_cpu_x1y8z16/run_miyabi_c_cpu.sh.o1456471
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z32,32,128,128,128,2097152,1.025,43.56,5.445902e-06,1.22,113.03,2.78,B2/build_miyabi_c_cpu_x1y8z32/run_miyabi_c_cpu.sh.o1456472
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z64,32,128,128,128,2097152,0.603,74.01,5.445902e-06,0.80,67.15,1.81,B2/build_miyabi_c_cpu_x1y8z64/run_miyabi_c_cpu.sh.o1456479
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z16,32,128,128,128,2097152,0.957,46.66,5.445902e-06,1.14,106.41,1.91,B2/build_miyabi_c_cpu_x2y2z16/run_miyabi_c_cpu.sh.o1456480
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z32,32,128,128,128,2097152,0.772,57.81,5.445902e-06,0.96,86.07,1.38,B2/build_miyabi_c_cpu_x2y2z32/run_miyabi_c_cpu.sh.o1456481
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z64,32,128,128,128,2097152,0.535,83.40,5.445902e-06,0.73,60.39,1.36,B2/build_miyabi_c_cpu_x2y2z64/run_miyabi_c_cpu.sh.o1456482
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,32,128,128,128,2097152,1.022,43.70,5.445902e-06,1.21,111.66,3.77,B2/build_miyabi_c_cpu_x2y4z16/run_miyabi_c_cpu.sh.o1456483
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z32,32,128,128,128,2097152,0.648,68.93,5.445902e-06,0.84,72.38,1.26,B2/build_miyabi_c_cpu_x2y4z32/run_miyabi_c_cpu.sh.o1456484
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z64,32,128,128,128,2097152,0.494,90.39,5.445902e-06,0.68,55.36,1.38,B2/build_miyabi_c_cpu_x2y4z64/run_miyabi_c_cpu.sh.o1456485
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z16,32,128,128,128,2097152,0.758,58.92,5.445902e-06,0.95,84.36,1.47,B2/build_miyabi_c_cpu_x2y8z16/run_miyabi_c_cpu.sh.o1456486
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z32,32,128,128,128,2097152,0.667,66.95,5.445902e-06,0.86,74.48,1.24,B2/build_miyabi_c_cpu_x2y8z32/run_miyabi_c_cpu.sh.o1456487
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z64,32,128,128,128,2097152,0.451,99.00,5.445902e-06,0.64,50.33,1.53,B2/build_miyabi_c_cpu_x2y8z64/run_miyabi_c_cpu.sh.o1456489
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x4y8z64,32,128,128,128,2097152,0.338,132.17,5.445902e-06,0.52,38.08,1.27,B2/build_miyabi_c_cpu_x4y8z64/run_miyabi_c_cpu.sh.o1456490
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z16,32,128,128,128,2097152,0.214,208.76,4.555220e-06,0.27,15.62,0.03,B2/build_miyabi_g_cpu_x1y2z16/run_miyabi_g_cpu.sh.o1456428
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z32,32,128,128,128,2097152,0.206,216.68,4.555220e-06,0.26,14.60,0.45,B2/build_miyabi_g_cpu_x1y2z32/run_miyabi_g_cpu.sh.o1456430
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z64,32,128,128,128,2097152,0.195,229.15,4.555220e-06,0.25,12.84,1.43,B2/build_miyabi_g_cpu_x1y2z64/run_miyabi_g_cpu.sh.o1456431
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z16,32,128,128,128,2097152,0.194,229.86,4.555220e-06,0.25,13.83,0.39,B2/build_miyabi_g_cpu_x1y4z16/run_miyabi_g_cpu.sh.o1456433
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z32,32,128,128,128,2097152,0.187,239.26,4.555220e-06,0.24,13.11,0.57,B2/build_miyabi_g_cpu_x1y4z32/run_miyabi_g_cpu.sh.o1456435
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z64,32,128,128,128,2097152,0.179,249.60,4.555220e-06,0.23,12.09,1.03,B2/build_miyabi_g_cpu_x1y4z64/run_miyabi_g_cpu.sh.o1456436
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z16,32,128,128,128,2097152,0.186,240.21,4.555220e-06,0.24,12.53,1.09,B2/build_miyabi_g_cpu_x1y8z16/run_miyabi_g_cpu.sh.o1456437
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z32,32,128,128,128,2097152,0.175,255.66,4.555220e-06,0.23,12.27,0.53,B2/build_miyabi_g_cpu_x1y8z32/run_miyabi_g_cpu.sh.o1456439
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z64,32,128,128,128,2097152,0.176,254.36,4.555220e-06,0.23,12.51,0.36,B2/build_miyabi_g_cpu_x1y8z64/run_miyabi_g_cpu.sh.o1456440
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z16,32,128,128,128,2097152,0.197,226.85,4.555220e-06,0.25,13.81,0.58,B2/build_miyabi_g_cpu_x2y2z16/run_miyabi_g_cpu.sh.o1456441
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z32,32,128,128,128,2097152,0.195,229.30,4.555220e-06,0.25,14.23,0.02,B2/build_miyabi_g_cpu_x2y2z32/run_miyabi_g_cpu.sh.o1456443
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z64,32,128,128,128,2097152,0.184,242.74,4.555220e-06,0.24,13.25,0.21,B2/build_miyabi_g_cpu_x2y2z64/run_miyabi_g_cpu.sh.o1456445
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,32,128,128,128,2097152,0.189,235.99,4.555220e-06,0.24,13.12,0.73,B2/build_miyabi_g_cpu_x2y4z16/run_miyabi_g_cpu.sh.o1456447
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z32,32,128,128,128,2097152,0.176,253.17,4.555220e-06,0.23,11.65,1.27,B2/build_miyabi_g_cpu_x2y4z32/run_miyabi_g_cpu.sh.o1456448
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z64,32,128,128,128,2097152,0.175,255.06,4.555220e-06,0.23,11.45,1.38,B2/build_miyabi_g_cpu_x2y4z64/run_miyabi_g_cpu.sh.o1456449
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z16,32,128,128,128,2097152,0.177,253.01,4.555220e-06,0.23,12.08,0.85,B2/build_miyabi_g_cpu_x2y8z16/run_miyabi_g_cpu.sh.o1456450
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z32,32,128,128,128,2097152,0.174,256.64,4.555220e-06,0.23,12.52,0.23,B2/build_miyabi_g_cpu_x2y8z32/run_miyabi_g_cpu.sh.o1456451
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y8z64,32,128,128,128,2097152,0.177,252.44,4.555220e-06,0.23,12.66,0.29,B2/build_miyabi_g_cpu_x2y8z64/run_miyabi_g_cpu.sh.o1456453
Kokkos,miyabi,cpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x4y8z64,32,128,128,128,2097152,0.180,248.32,4.555220e-06,0.23,12.32,0.85,B2/build_miyabi_g_cpu_x4y8z64/run_miyabi_g_cpu.sh.o1456455
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z16,32,128,128,128,2097152,0.079,564.00,4.427686e-06,0.48,0.17,0.43,B2/build_miyabi_g_gpu_x1y2z16/run_miyabi_g_gpu.sh.o1456365
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z32,32,128,128,128,2097152,0.048,937.03,4.427686e-06,0.45,0.12,0.47,B2/build_miyabi_g_gpu_x1y2z32/run_miyabi_g_gpu.sh.o1456367
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y2z64,32,128,128,128,2097152,0.032,1386.43,4.427686e-06,0.43,0.11,0.45,B2/build_miyabi_g_gpu_x1y2z64/run_miyabi_g_gpu.sh.o1456370
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z16,32,128,128,128,2097152,0.048,939.49,4.427686e-06,0.53,0.15,0.55,B2/build_miyabi_g_gpu_x1y4z16/run_miyabi_g_gpu.sh.o1456371
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z32,32,128,128,128,2097152,0.032,1385.69,4.427686e-06,0.51,0.05,0.63,B2/build_miyabi_g_gpu_x1y4z32/run_miyabi_g_gpu.sh.o1456372
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y4z64,32,128,128,128,2097152,0.032,1385.01,4.427686e-06,0.50,0.11,0.54,B2/build_miyabi_g_gpu_x1y4z64/run_miyabi_g_gpu.sh.o1456375
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z16,32,128,128,128,2097152,0.045,1000.38,4.427686e-06,0.52,0.08,0.60,B2/build_miyabi_g_gpu_x1y8z16/run_miyabi_g_gpu.sh.o1456378
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z32,32,128,128,128,2097152,0.044,1004.27,4.427686e-06,0.51,0.16,0.51,B2/build_miyabi_g_gpu_x1y8z32/run_miyabi_g_gpu.sh.o1456381
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x1y8z64,32,128,128,128,2097152,0.045,993.45,4.427686e-06,0.52,0.14,0.54,B2/build_miyabi_g_gpu_x1y8z64/run_miyabi_g_gpu.sh.o1456383
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z16,32,128,128,128,2097152,0.048,938.40,4.427686e-06,0.53,0.22,0.48,B2/build_miyabi_g_gpu_x2y2z16/run_miyabi_g_gpu.sh.o1456386
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z32,32,128,128,128,2097152,0.032,1382.90,4.427686e-06,0.51,0.05,0.63,B2/build_miyabi_g_gpu_x2y2z32/run_miyabi_g_gpu.sh.o1456389
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y2z64,32,128,128,128,2097152,0.032,1385.99,4.427686e-06,0.52,0.05,0.63,B2/build_miyabi_g_gpu_x2y2z64/run_miyabi_g_gpu.sh.o1456391
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z16,32,128,128,128,2097152,0.045,995.38,4.427686e-06,0.53,0.11,0.58,B2/build_miyabi_g_gpu_x2y4z16/run_miyabi_g_gpu.sh.o1456394
Kokkos,miyabi,gpu,cpp,kokkos,mdrange/cpu-tile-sweep,kokkos-default,tile-sweep,x2y4z32,32,128,128,128,2097152,0.045,1002.94,4.427686e-06,0.53,0.10,0.59,B2/build_miyabi_g_gpu_x2y4z32/run_miyabi_g_gpu.sh.o1456397
